CODIGO;COD.LABO;DESCRIPCION;FEC.VCTO;PRINCIPIO.ACTIVO; PREC.CAJA
482;LUS;GENTAGRAM 160MG/2ML 1 AMP;31/10/2027;GENTAMICINA; S/ 16.00 
21597;LAI;GENTAMICINA 0.3 GTS OFT X 5ML;31/01/2028;GENTAMICINA; S/ 3.50 
33639;LIPH;GENTAMICINA 160MG/2ML X 30AMP.SOL.INY.IM.IV;31/10/2028;GENTAMICINA; S/ 19.00 
27341;MED;GENTS ANATOMICO   X 24 UNID;30/06/2026;PROFILACTICO; S/ 42.00 
27342;MED;GENTS DOTTED ESPU X 24 UNID;03/03/2027;PROFILACTICO; S/ 43.00 
27631;MED;GENTS LUBRIC NATU X 24 UNID;30/04/2028;PROFILACTICO; S/ 19.90 
27343;MED;GENTS PLAIN CLASI X 24 UNID;01/11/2028;PROFILACTICO; S/ 43.00 
27271;MED;GENTS RETARDANTE  X 24 UNID;31/07/2028;PROFILACTICO; S/ 55.00 
27344;MED;GENTS RIBBED AROS X 24 UNID;31/05/2029;PROFILACTICO; S/ 43.00 
28624;MED;GENTS SABOR MENTA X 24 DISPLAY;31/07/2028;PROFILACTICO; S/ 42.50 
28623;MED;GENTS SABOR PLATANO X 24 DISPLAY;30/04/2029;PROFILACTICO; S/ 43.00 
25248;MGB;GERMIDERM C CREMA DER.X 20GR;30/09/2028;BETAMETA+GENTAMICINA+CLOTRIMAZ; S/ 15.00 
30903;ROXF;GINACABA 2% CREMA X 20GR + APLIC;30/11/2027;CLOTRIMAZOL; S/ 18.00 
31242;TEV;GINGISONA B MENTAFRESH 3MG X 60SOBR.X 4PASTILLAS;31/01/2027;BENCIDAMINA CLORHIDRATO; S/ 130.00 
25649;TEV;GINGISONA B SOL.PULV 0.30% X 15ML;01/02/2029;BENCIDAMINA CLORHIDRATO; S/ 27.50 
28536;EUR;GINNA 0.02G/G CREMA VAG. X 40GR.+7APLI.;30/09/2027;NITRATO DE FENTICONAZOL; S/ 53.00 
30460;SHE;GINOFEM DUO 500MG+100000UI X 6 OVULOS;31/08/2027;METRONIDAZOL + NISTATINA; S/ 12.30 
4117;FER;GLIDIABET 5MG X100 COMP;30/09/2026;; S/ 69.00 
29100;LIP;GLIMESTALIP-4MG X 20TABLETAS;30/09/2027;GLIMEPIRIDA; S/ 25.00 
29881;GBRA;GLORANTA HEDERA HELIX X 25 SOBRES;31/05/2027;HEDERA HELIX; S/ 48.80 
31451;GBRA;GLORANTA JENGIBRE X 5 SOBRES;31/07/2027;JENGIBRE; S/ 10.00 
30225;GBRA;GLORANTA PROPOLEO Y MIEL X 25 SOBRES;31/08/2027;PROPOLEO Y MIEL; S/ 48.80 
29882;GBRA;GLORANTA SABOR JENGIBRE CJA X 25 SOBRES;30/06/2027;JENGIBRE; S/ 48.80 
174;LAP;GLUCOFERVET MSM X 30 SOBRES;31/01/2028;GLUCOSAMI+CONDROITINSULF+METIL; S/ 46.00 
25311;LAP;GLUCOFERVET X 30 SOBRES;30/11/2026;GLUCOSAMINA+CONDROITINSULFATO; S/ 46.00 
2489;MER;GLUCOPHAGE  500MG X50 COM.REC.;31/12/2028;METFORMINA; S/ 90.00 
1800;MER;GLUCOPHAGE  850MG X30 COM.REC.;31/10/2029;METFORMINA CLORHIDRATO 850 MG; S/ 88.70 
6187;MER;GLUCOPHAGE 1000MG X30 COM.REC.;30/11/2026;METFORMINA; S/ 95.00 
31031;MER;GLUCOPHAGE XR 1000MG X 30 COMP LIB;31/12/2027;METFORMINA; S/ 83.00 
30584;MER;GLUCOPHAGE XR 750MG X 30 COMP LIB PROL;30/11/2027;METFORMINA CLORHIDRATO; S/ 76.30 
26203;MED;GRAVAMIN 50MG X100 TAB;31/08/2029;DIMENHIDRINATO; S/ 95.00 
27360;MED;GRAVAMIN JARABE X 60 ML;31/10/2027;DIMENHIDRINATO; S/ 30.80 
1283;MED;GRAVOL 15MG/5ML JBE X 60ML;30/04/2027;DIMENHIDRINATO; S/ 48.80 
31144;PGP;GRIP-10 X 100 COMP. RECUBIERTOS;30/06/2026;ACETA+DEXTRO+FENILE+CLORFENAM; S/ 116.00 
26333;MED;GRIPA C JUNIOR NF X 100 TAB.MAST;28/02/2027;PARACETAM+FENILEFRI+CLORFENAMI; S/ 54.40 
31383;MED;GRIPA C MAX POT NF X 100 TABLETAS;31/05/2028;PARAC+CLORFE.FENILE+DEXTROME; S/ 54.00 
29865;BNH;GRIPACHECK X 100 CAP BLANDAS;30/06/2027;PARACETA+DEXTROMETORFA+FENILEF; S/ 65.00 
6553;BAY;GYNOCANESTEN CREMA VAG X 50GR;30/06/2028;CLOTRIMAZOL; S/ 39.00 
25372;BAY;GYNOCANESTEN VAGINAL 500MG X 1 CAP.;29/02/2028;; S/ 40.00 
30689;INTF;GYNOMAX NF X 10 OVULOS VAG;30/06/2027;METRONIDAZOL + NISTATINA; S/ 18.20 
31229;MAR;GYNOVAL FEM 500MG+100000UI X 50 OVULOS VAG.;31/10/2027;METRONIDAZOL + NISTATINA; S/ 90.00 
21850;IQF;HALOPERIDOL 2MG/ML SOL ORAL X 20ML GOTAS;31/10/2028;HALOPERIDOL; S/ 12.00 
30222;DPS;HEMOPROPIN TUBO X 20GR;31/01/2029;PROPOLEO Y MANZANILLA; S/ 21.40 
2610;MER;HEPABIONTA FORTE X 100 CAPSULAS;16/09/2028;SILIMARINA+COMPLEJO B; S/ 241.00 
29552;BNH;HEPADINE FORTE X 30 CAP;31/03/2027;HEPATOPROTECTOR DESINTOXICANTE; S/ 17.00 
29077;LAP;HEPALIVIO B CAJA X 100 CAPSULAS;30/11/2028;SILIMARINA+COMPLEJO B; S/ 35.00 
5880;MAR;HEPAVIT B COMPLEX 100 CAPSULAS;31/05/2029;SILIMARINA+VIT.B1+B2+B3+B5+B6; S/ 57.00 
30695;LIP;HEPVIR 5% CREMA X 10GR;31/10/2027;ACICLOVIR; S/ 3.80 
30201;IQF;HIDROCLOROTIAZIDA 25MG CAJA X 100 TAB;31/01/2029;HIDROCLOROTIAZIDA; S/ 10.80 
31119;LLA;HIDROCLOROTIAZIDA 25MG CAJA X 100 TAB;29/02/2028;HIDROCLOROTIAZIDA; S/ 6.50 
27929;GALE;HIDROCORTISONA 1%CREMA 20GR NETRACORT;31/10/2027;HIDROCORTISONA; S/ 6.50 
26673;DNY;HIDROCORTISONA 250MG IV IM X 1 VIAL;31/08/2027;HIDROCORTISONA; S/ 7.50 
6297;GHS;HIDROLAGENO Q10 X 30 SOBRES;31/03/2027;ANTIARTRITICO+REGENERADOR ARTI; S/ 76.00 
30728;QUI;HIDROXANEURIN 10 000 10MG/2ML SOL.INY 1AMP+1JE;30/09/2027;HIDROXOCOBALAMINA; S/ 17.50 
6219;LAP;HIDROXIDO.AL+HID.MAG SUSP.120 ML.;31/12/2026;HIDROXIDO DE ALUMINIO Y MAGNE]; S/ 7.50 
6020;HER;HIEDRATOS JARABE X 100ML;31/01/2027;HEDERA HELIX; S/ 16.00 
27597;SHE;HIGANATUR 500MG X30 CAPS;31/03/2028;SILIMARINA; S/ 138.00 
4678;SHE;HIGANATUR B 150MG X100 CAPS;31/03/2028;SILIMARINA+COMPLEJO B; S/ 54.50 
22167;SHE;HIGANATUR B150 FORTE X60 CAPS;30/06/2028;SILIMARINA+COMPLEJO B; S/ 65.00 
26055;SHE;HIGANATUR MAX FORTE X 60 CAPS;31/08/2028;SILIMARINA+FOSFATIDILCOLINA; S/ 110.00 
31140;VTP;HIOSCINA BUTIL BROMURO 10MG X 100TAB REC.;30/09/2027;HIOSCINA BUTILBROMURO; S/ 29.00 
33529;LAP;HIOSCINA BUTILBRO.20MG/ML IM/IV/SC X 10AMP;28/02/2028;HIOSCINA BUTILBROMURO; S/ 15.00 
28149;LBF;HIOSIMOL 10MG X 100 TAB/ HIOSCINA BUTIL;31/10/2027;HIOSCINA BUTILBROMURO; S/ 30.00 
162;DEUT;HIRUDOID FORTE CREMA X14 GR;30/04/2030;POLIESTE MUCOPOLISACAR AC.SULF; S/ 24.00 
164;DEUT;HIRUDOID FORTE GEL TUBO 14 GR;31/05/2030;POLIESTE MUCOPOLISACAR AC.SULF; S/ 24.00 
797;DEUT;HIRUDOID POMADA TUBO X 14G;30/05/2030;POLIESTE MUCOPOLISACAR AC.SULF; S/ 14.30 
2998;BAG;HISALER 10MG 120 COMPRIMIDOS;31/05/2027;CETIRIZINA; S/ 132.00 
29783;QMP;HISTIGLOB 16MG  CJA X 20 TAB;31/03/2028;BETAHISTINA; S/ 21.00 
6911;LAI;HUMED SOL OFT EST X 15ML;31/03/2028;HIDROXIPROPILMETILCULOSA; S/ 10.00 
27884;BNH;IBANCHECK  75MG/30 CAP (PREGABALINA);31/08/2027;PREGABALINA; S/ 19.00 
27883;BNH;IBANCHECK 150MG/30 CAP (PREGABALINA);30/09/2027;PREGABALINA; S/ 28.00 
28936;LAP;IBONIX 150MG X 1TAB (ACIDO IBANDRONICO);31/12/2028;ACIDO ABANDRONICO; S/ 22.00 
20973;LFT;IBUPIROL DIEPHAR X60 MONODOSIS.;31/08/2028;; S/ 40.00 
5117;LAP;IBUPROFENO 100MG/5ML FCO  60ML.;30/11/2028;IBUPROFENO; S/ 2.40 
25093;GEN;IBUPROFENO 100MG/5ML FCO 120ML.;30/05/2027;IBUPROFENO; S/ 4.80 
29628;IQF;IBUPROFENO 100MG/5ML FCO 120ML.;30/06/2028;IBUPROFENO; S/ 4.00 
31309;GME;IBUPROFENO 400MG X 100 TAB.RECUBIERTAS;31/03/2028;IBUPROFENO; S/ 9.00 
6934;LAP;IBUPROFENO 400MG X100 TAB;29/02/2028;IBUPROFENO; S/ 9.00 
25778;GEN;IBUPROFENO 400MG X100 TAB;31/07/2027;IBUPROFENO; S/ 10.00 
27273;GEN;IBUPROFENO 800MG X 50 TAB;30/05/2028;IBUPROFENO; S/ 11.70 
26426;LAP;IBUPROFENO 800MG X100 TAB;28/02/2029;IBUPROFENO; S/ 18.00 
28947;LAP;IBUSOL 100MG/5ML X60ML SUSP-IBUPROFENO;31/12/2028;IBUPROFENO; S/ 4.00 
25485;QUI;IRAXEN 550MG X 100 TABLETAS REC;31/12/2027;NAPROXENO SODICO; S/ 50.00 
26382;LAP;IRBESARTAN 150MG X 50 TABLETAS;30/06/2028;IRBESARTAN; S/ 13.00 
27762;VTP;IRBESARTAN 150MG X100 TABLETAS;30/11/2027;IBERSARTAN; S/ 24.00 
25648;LAP;IRBESARTAN 300MG X 50 TABLETAS;30/01/2028;IBERSARTAN; S/ 22.00 
27927;VTP;IRBESARTAN 300MG X100 TABLETAS;30/06/2027;IRBESARTAN; S/ 34.00 
26181;YOB;ISANA TALCO  60GR + 60GR PACK;30/04/2028;DESODORANT REFRESCANT ANTIBACT; S/ 8.50 
28120;YOB;ISANA TALCO 140GR + DESOD 150ML;30/09/2026;DESODORANT REFRESCANT ANTIBACT; S/ 13.50 
6838;YOB;ISANA TALCO 240GR + 60GR OFERT;31/12/2028;DESODORANT REFRESCANT ANTIBACT; S/ 13.50 
2272;GEN;ISOCONAZOL 1 CREMA X 20G;30/08/2026;ISOCONAZOL; S/ 8.30 
2332;HER;ISORBIDE ORAL 10MG X 20 TAB;30/09/2029;ISOSORBIDE DINITRATO; S/ 46.00 
2362;HER;ISORBIDE SUBL  5MG X 25 TAB;31/10/2027;ISOSORBIDE DINITRATO; S/ 65.00 
30992;IQF;ITRACONAZOL 100MG X 100 CAP;31/08/2028;ITRACONAZOL; S/ 106.00 
27089;AC;ITRACONAZOL 100MG X100 CAPS;30/06/2028;ITRACONAZOL; S/ 109.50 
29878;DDA;ITUBIOT F 1G/4ML IV/IM X 1 AMP-AMIKACINA SULFATO;30/06/2027;AMIKACINA; S/ 7.00 
108;MAR;KALLOZIL LIQUIDO X 8ML FRASCO;31/08/2027;KALLISIDA; S/ 14.00 
33647;COR;KETACOR 60MG/2ML I.M X 25AMP-KETOROLACO TROMETA.;30/10/2028;KETOROLACO TROMETAMINA; S/ 25.00 
26981;LPC;KETAXAL 10MG X100 TABLETAS;30/11/2028;KETOROLACO TROMETAMINA; S/ 32.50 
28238;MIN;KETESSE 25MG X20 COMP;01/11/2027;DEXKETOPROFENO; S/ 65.00 
28938;MIN;KETESSE 50MG/2ML SOL.INY.IV-IM X 5AMP.;30/06/2030;DEXKETOPROFENO; S/ 76.50 
22353;LAP;KETOCONAZOL 2 CREMA X 20G;31/08/2028;KETOCONASOL; S/ 2.80 
21588;LAP;KETOCONAZOL 200MG X100 TAB;31/03/2028;KETOCONAZOL; S/ 16.00 
31177;DPH;KETOMAX 60MG/2ML CJA X 1AMP;30/06/2026;KETOROLACO; S/ 8.00 
30525;MAR;KETONIL CHAMPU 2% FCO X 130 ML;31/10/2027;KETOCONASOL; S/ 28.00 
28574;OTA;KETOPAN 100MG/2ML I.M X 25AMP-KETOPROFEN;31/12/2028;KETOPROFENO; S/ 40.00 
30792;OTA;KETOPAN 100MG/5ML I.V X 25 AMP -KETOPROFENO;31/12/2028;KETOPROFENO; S/ 62.00 
1873;GEN;KETOPROFENO 100MG X 30 TAB;31/08/2028;KETOPROFENO; S/ 12.00 
1872;GEN;KETOPROFENO 100MG/2ML X  6 AMP I.M;28/02/2029;KETOPROFENO; S/ 11.00 
30375;GEN;KETOPROFENO 150MG X 10 COMP.LIB.PROL;30/09/2027;KETOPROFENO; S/ 13.00 
5545;LAP;KETOROLACO 10MG X 100 TAB.RECUBIERTAS;31/07/2028;KETOROLACO; S/ 5.50 
3187;FIN;KETOROLACO 10MG X100 TAB;28/02/2027;KETOROLACO; S/ 8.00 
26122;IQF;KETOROLACO 10MG X100 TAB;30/09/2028;KETOROLACO; S/ 8.30 
25175;GRF;KID CAL FRESA  SUSP 180ML.;30/11/2026;CALCIO BICARBONATO+ZINC+VITA.D; S/ 32.50 
30781;QUI;KIMISOL 2% CREMA VAGINAL;15/07/2027;CLOTRIMAZOL; S/ 27.00 
28565;LAP;KITAMASS 10MG CJA X 30 TAB-KETOROLACO;30/10/2028;KETOROLACO; S/ 19.00 
31448;LUK;LACTAMOUSSE FEMME ESPUMA X 125ML;31/12/2029;; S/ 44.00 
31449;LUK;LACTAMOUSSE PETITE ESPUMA X 125ML;30/06/2029;; S/ 44.00 
21931;FIN;LACTULOSA 3.33G/5ML FCO X100ML;31/10/2027;LACTULOSA.; S/ 7.00 
31342;FIN;LACTULOSA 3.33G/5ML FCO X180ML;30/11/2027;LACTULOSA.; S/ 11.00 
30751;AC;LACTULOSA 3.3G/5ML FCO X 100ML;30/11/2027;LACTULOSA.; S/ 7.50 
25231;LAP;LACTULOSA 3.3G/5ML FCO X 120ML.;31/03/2028;LACTULOSA.; S/ 8.50 
31069;LAP;LACTULOSA 3.3G/5ML FCO X 180ML;31/01/2029;LACTULOSA.; S/ 12.00 
26784;AC;LACTULOSA 3.3G/5ML FCO X 180ML.;30/09/2027;LACTULOSA.; S/ 12.80 
31455;LAP;LAMIDIZOL 1% SOL.PULV.CUTANEA X 30ML;29/02/2028;TERBINAFINA CLORHIDRATO; S/ 9.00 
20845;LAI;LANCIPROX SOL OFT EST X 5ML;31/01/2027;CIPROFLOXACINO; S/ 21.00 
5564;UNM;LANSOPEP 30MG X 14 CAPSULAS;30/04/2027;; S/ 22.00 
33;LAP;LANSOPRAZOL 30MG X100 CAPSULAS;30/06/2028;LANZOPRAZOL; S/ 27.00 
27764;LDL;LANZO DEL X 30 CAPS.LIB.RT;31/10/2026;LANZOPRAZOL; S/ 35.00 
30419;THEF;LAXANTE SWISSPEG X 15 SOBRES;30/06/2028;POLIETILENGLICOL; S/ 41.00 
30285;ROXF;LAXOLAX 7.5MG/ML GTAS FCO X 20ML;31/05/2028;PICOSULFATO SODICO; S/ 12.30 
30348;MAR;LAXOVEN ENEMA SOL RECTAL X 240ML;30/09/2026;SODIO FOSFATO; S/ 15.00 
3792;ROXF;LAXULOSA 3.3G/5ML JBE X 120ML;31/08/2028;LACTULOSA.; S/ 11.50 
1632;MED;LECHE MAGNESIA X 120 ML CEREZA;30/11/2028;HIDROXIDO DE MAGNESIO; S/ 7.90 
6523;MED;LECHE MAGNESIA X 120 ML CIRUELA;01/08/2028;HIDROXIDO DE MAGNESIO; S/ 7.90 
21982;MED;LECHE MAGNESIA X 120 ML KIDS DURAZNO;30/09/2028;HIDROXIDO DE MAGNESIO; S/ 8.00 
25186;MED;LECHE MAGNESIA X 120ML NORMAL;31/10/2027;HIDROXIDO DE MAGNESIO; S/ 7.90 
30437;LIP;LESTALID 20MG X 100 TAB - ATORVASTATINA;30/04/2027;ATORVASTATINA; S/ 22.00 
27930;LDL;LEVO-DEL 5MG X 100TAB.RECUBIERTAS;30/11/2027;LEVOCETIRIZINA DICLORHIDRATO; S/ 66.50 
30623;FSU;LEVOCEFAR  FCO X 60ML -LEVOCETIRIZINA;31/03/2028;LEVOCETIRIZINA; S/ 15.00 
31016;VTP;LEVOCETIRIZINA 5MG X 100 TAB REC;31/08/2028;LEVOCETIRIZINA; S/ 32.50 
27051;LAP;LEVOCTRIM 500MG X 10 TAB REC;30/01/2029;LEVOFLOXACINO; S/ 5.50 
28703;LAP;LEVOCTRIM FORTE 750MG X 7TAB;31/10/2027;LEVOFLOXACINO; S/ 9.50 
23259;GEN;LEVOFLOXACINO 500MG X  7 TABLETAS;30/06/2026;; S/ 11.00 
27544;VTP;LEVOFLOXACINO 500MG X100 TABLETAS;30/06/2028;LEVOFLOXACINO; S/ 30.00 
31005;LAP;LEVOFLOXACINO 750MG X 30 TAB REC;31/08/2027;LEVOFLOXACINO; S/ 24.00 
28615;AC;LEVONORGESTREL 0.75MG X20 TAB;31/12/2027;LEVONORGESTREL; S/ 26.00 
29893;AC;LEVOTIROXINA SODICA 100MCG X 100 TAB;30/03/2027;LEVOTIROXINA SODICA; S/ 24.30 
29510;OTA;LIDOCAINA 2% S/PRES VIAL CAJA X 20;31/08/2029;LIDOCAINA; S/ 65.00 
25884;LUS;LIDOCAINA 2/20ML S/PRES S/EPINE X25 AMP;30/04/2028;LIDOCAINA; S/ 83.00 
524;LUS;LIDOCAINA 5% UNGUENTO X 10GR;31/05/2030;LIDOCAINA; S/ 11.50 
30909;DDA;LIDOCAINA GEL 2% X 30GR-LIDONOSTRUM;31/05/2027;LIDOCAINA CLORHIDRATO; S/ 8.50 
27633;JPS;LIDOCAINA GEL 2%X 30G (CIROCAINA);30/04/2028;LIDOCAINA; S/ 9.50 
109;MAR;LIMONADA MARKOS FCO 200ML-LIBR DE CALORIAS;31/03/2028;PICOSULFATO SODICO; S/ 7.50 
31277;MAR;LIMONADA PURGANTE MARKOS X 200ML;31/08/2028;PICOSULFATO SODICO; S/ 7.50 
192;PFI;LINCOCIN 600MG/2ML X 1 AMPOLLA;31/12/2027;LINCOMICINA; S/ 20.00 
33584;HKPH;LINCOMICINA 600MG/2ML IV.IM X 10AMP-LINCOCHEK;30/06/2028;LINCOMICINA; S/ 8.50 
2146;GEN;LINCOMICINA 600MG/2ML X 6 AMP.IM-IV;31/12/2027;LINCOMICINA; S/ 13.50 
3428;MED;LINCOPLUS 600MG X  5 AMP;30/06/2027;LINCOMICINA; S/ 65.00 
27693;MAR;LINDIOL 1.5MG X 1 TABLETAS;30/11/2028;LEVONORGESTREL; S/ 2.70 
28777;LAP;LIPSTICK FRUTAS SPF30 X 8UNIDADES;30/01/2028;; S/ 31.00 
29786;MWC;LIVOLIN FORTE X 30 CAP;06/03/2027;FOSFOLIPIDOS CON VITAMINAS; S/ 42.50 
23045;LAP;LOPERAMIDA 2MG X100 TAB;31/12/2028;LOPERAMIDA; S/ 6.50 
6970;FIN;LORATADINA 5MG/5ML JARABE X 60ML;30/09/2027;LORATADINA; S/ 3.50 
21723;LAP;LORATADINA 5MG/5ML JARABE X 60ML;31/12/2027;LORATADINA; S/ 3.00 
31408;CFM;LOSACAF 50MG X 100TAB.REC.;30/06/2026;LOSARTAN POTASICO,50 MG.; S/ 7.00 
31204;AC;LOSARTAN 50MG X 60TABLETAS REC;31/08/2027;LOSARTAN; S/ 5.50 
29888;LAP;LOSARTAN POTASICO 50MG X100 TAB.REC.;30/08/2027;LOSARTAN POTASICO,50 MG.; S/ 7.00 
27789;MED;MACRODANTINA 100MG X 40 CAPSULAS;31/10/2026;NITROFURANTOINA; S/ 120.00 
20617;MED;MACRODANTINA XR 100MG X 20 CAPS;30/09/2028;NITROFURANTOINA; S/ 143.00 
27299;MED;MACRODANTINA XR 100MG X 60 CAPS;30/11/2027;; S/ 465.00 
28992;HER;MADDRE DHA CAPS BLANDA X 30;31/05/2028;SUPLEMENTO DIETETICO; S/ 42.50 
1775;HER;MADDRE DSS X 30 TAB;30/11/2027;POLIVITAMINICO; S/ 45.00 
27663;HER;MADDRE POLVO  VAINILLA /DHA X 400GR;31/08/2028;VITAMINAS+AMINOACIDOS+MINERALE; S/ 52.50 
1151;LFT;MAFIDOL 120MG/5ML DIEPHAR SOL.ORAL X 60MONODOSIS;31/01/2028;PARACETAMOL; S/ 40.00 
31275;LFT;MAFIDOL 120MG/5ML X 60ML;31/07/2026;PARACETAMOL; S/ 5.40 
33633;MAR;MAGACID 400MG+30MG SUSP.ORAL X 200ML;30/12/2028;MAGALDRATO + SIMETICONA; S/ 16.00 
33641;MAR;MAGACID 800MG+40MG X 140 TAB.REC.;28/02/2028;MAGALDRATO + SIMETICONA; S/ 89.00 
3286;HER;MAGAL D SUSP X 200ML;28/02/2028;MAGALDRATO + SIMETICONA; S/ 20.50 
5392;VQS;MAGNESOL CAJA X33 SOB;31/10/2028;MAGNESIO CARBONATO; S/ 19.50 
27760;VQS;MAGNESOL EFERVECENTE LIMON X 33 SOB;30/10/2027;MAGNESIO CARBONATO; S/ 27.00 
27759;VQS;MAGNESOL EFERVECENTE NARANJA X 33 SOB;31/01/2028;MAGNESIO CARBONATO; S/ 27.00 
33634;ANS;MAGNIMOX CL (500MG+125MG) X 14 TAB.REC.;30/10/2027;AMOXICILINA+AC.CLAVULANICO; S/ 16.50 
6227;GRF;MALTOFER  50MG/5ML JARAB X 150ML;01/02/2027;HIERRO POLIMALTOSATO; S/ 58.50 
6845;GRF;MALTOFER  50MG/ML GOTAS X  30ML;31/08/2027;HIERRO POLIMALTOSATO; S/ 62.30 
6636;GRF;MALTOFER FOL X30 TABLETAS;31/05/2026;HIERRO POLIMALTOSATO+ACID.FOLI; S/ 67.30 
27605;GRF;MALTOFER SOL BEBIBLE X 10 AMPOLLAS;30/11/2027;HIERRO; S/ 97.20 
33610;DOL;MAXFLAM 15MG X 100 TABLETAS;29/02/2028;MELOXICAM; S/ 36.50 
27868;PRL;MAXIBONE 150MG X 1 COMP.RECUBIERTO;30/04/2028;ACIDO IBANDRONICO; S/ 20.00 
25859;FIN;MAXUCAL D 800 X 60 COM;30/04/2027;CALCIO+VITAMINA D3; S/ 107.00 
21726;LAP;MEBENDAZOL 100MG X100 TABLETAS;30/11/2028;MEBENDAZOL; S/ 6.50 
4042;IQF;MEBENDAZOL 100MG/5ML SUSP X 30ML;31/08/2027;MEBENDAZOL; S/ 3.00 
28455;MED;MEDGYNOL X 28 TAB;30/09/2027;; S/ 6.00 
26776;GEL;MEDICASP 1% SHAMPOO X 130ML;31/08/2027;KETOCONAZOL; S/ 24.50 
31263;GEL;MEDICASP SH.SACHET X 10UNI X 15ML;30/07/2028;KETOCONAZOL; S/ 19.50 
29670;MED;MEDICORT 4MG X 20 TAB;31/12/2026;DEXAMETASONA; S/ 20.00 
5340;MED;MEDICORT 4MG/2ML INY X 1 AMP.;28/02/2027;DEXAMETASONA; S/ 7.50 
3327;MED;MEDICORTIL GOTAS X 2.5 ML.;31/10/2027;FRAMICETINA-DEXAMETASONA; S/ 10.50 
5237;SHE;MEDIPIEL B CREMA 20GR;30/08/2028;BETAMETA+GENTAMICINA+CLOTRIMAZ; S/ 6.50 
26651;SHE;MEDITOS (10MG+100MG)/5ML SOL.ORAL X 120ML;31/10/2028;GUAIFENESINA+DEXTROMETORFANO; S/ 9.70 
27458;MOK;MEDRAVOL 50MG X100 TABLETAS;30/06/2028;; S/ 17.00 
25023;GRU;MEGACILINA ORAL X 120 COMPRIMIDOS;31/07/2028;FENOXIMETILPENICILINA; S/ 230.00 
29901;BNH;MEGATHON X 100 CAPSULAS BLANDAS;30/06/2026;VITAMINAS+MINERALES; S/ 58.00 
873;MED;MEJORAL X 200 TABLETAS;31/12/2027;ACETILSALICILICO+CEFEINA; S/ 46.20 
30492;MED;MEJORALITO 160MG/5 ML FRASCO X 60 ML;29/02/2028;PARACETAMOL; S/ 8.30 
25167;LAP;MELOXICAM 15MG X100 TAB;30/11/2028;MELOXICAM; S/ 7.50 
33525;GEN;MELOXICAM 15MG/1,5ML SOL.INY IM X 10AMP.;31/05/2027;MELOXICAM; S/ 32.00 
33635;GEN;MELSOL 15MG/1,5ML SOL.INY.IM X 10AMP.;31/10/2027;MELOXICAM; S/ 62.00 
26783;IDU;MEMOVITAL B12 SOL.ORAL X 120ML;31/01/2028;SUPLEMENTO DIETETICO; S/ 23.00 
26403;UNM;MENISTIN 16MG X 21 TAB.REC.;30/04/2027;BETAHISTINA CLORHIDRATO; S/ 40.00 
29761;UNM;MENISTIN 24MG X 30 TAB.REC.;31/05/2027;BETAHISTINA CLORHIDRATO; S/ 70.00 
29086;CRT;MENSILLE 0.5ML X 1 AMP;30/06/2028;MEDROXIPROGESTERONA+ESTRADIOL; S/ 9.90 
29390;MED;MENTHOLATUM CARAM/CJA X 60UNI;01/02/2028;MENTOL+EUCALIPT+ALCANFO/BALSAM; S/ 34.80 
5691;MED;MENTHOLATUM CARAM/FCO 80 SOBR;31/03/2028;MENTOL+EUCALIPT+ALCANFO/BALSAM; S/ 45.90 
28584;MED;MENTHOLATUM CARAMELOS X 20;30/11/2027;MENTOL+EUCALIPT+ALCANFO/BALSAM; S/ 12.50 
3078;MED;MENTHOLATUM NF UNG 18GR X 12 LATAS;31/07/2027;SALICILI METILO+MENTOL+ALCANFO; S/ 36.80 
5680;MED;MENTHOLATUM NF UNG POTE X30 GRAMOS;30/09/2030;SALICILI METILO+MENTOL+ALCANFO; S/ 5.50 
2288;MED;MENTHOLATUM NF UNG POTE X85 GRAMOS;30/09/2030;SALICILI METILO+MENTOL+ALCANFO; S/ 11.50 
1197;HER;MERTHIOLATE PLUS INCO 60ML;28/02/2027;BENZALCONIO CLORURO; S/ 14.50 
22221;BAY;MESIGYNA 50MG+5MG X 1AMP. SOL.INY. 1JRNA PRELLE;01/11/2028;ENANTATO NORETISTERONA+ESTRADI; S/ 16.50 
29724;GPHA;METACAIN 2%/10GR LIDOCAINA GEL;30/09/2027;LIDOCAINA; S/ 5.60 
29656;GPHA;METACAIN 2%/30GR LIDOCAINA GEL;31/01/2028;LIDOCAINA; S/ 8.50 
29661;DDA;METAMIZOL 1GR/2ML X 10AMP-METFEVRIL;30/09/2028;METAMIZOL; S/ 9.00 
26804;LLA;METAMIZOL SODICO 1G/2ML X 50 AMP;30/11/2028;METAMIZOL; S/ 39.00 
33660;ILS;METAZOL 1G/2ML SOL.INY. X 10AMP.IM-IV;31/10/2028;METAMIZOL SODICO; S/ 6.00 
29574;DDA;METOCLONYL 10MG/2ML X 10 AMP. IV/IM;31/12/2027;METOCLOPRAMIDA CLORHIDRAT; S/ 8.50 
21946;IQF;METOCLOPRAMIDA 10MG X100 COMP;31/10/2028;METOCLOPRAMIDA; S/ 8.50 
33583;HKPH;METOCLOPRAMIDA 10MG/2ML IV.IM SO.INY X 10AMP.;29/02/2028;METOCLOPRAMIDA; S/ 7.50 
31162;AC;METOTREXATO 2.5MG X 100TAB;31/12/2027;METOTREXATO; S/ 41.00 
